day_id,day_type,day_name,day_weight,hour,dt,electric_load,heat_load,cooling_load,P_grid_buy,P_grid_sell,P_grid_net,P_PV,P_WT,P_PV_curt,P_WT_curt,G_CHP,P_CHP,H_CHP,P_HP,H_HP,P_EC,C_EC_out,G_GB,H_GB,P_BAT_ch,P_BAT_dis,SOC_BAT,H_TS_ch,H_TS_dis,SOC_TS,P_shift_in,P_shift_out,P_interrupt,P_unmet_e,H_unmet,C_unmet,residential_load,commercial_load,industrial_load,cold_storage_load,agro_processing_load,irrigation_load,electricity_buy_price,electricity_sell_price,gas_price,carbon_price,pv_cf,wt_cf,grid_import_availability,critical_electric_load,critical_heat_load,critical_cooling_load,electric_load_adjusted,renewable_available,renewable_used,renewable_curtailment,co2_emission_rate,co2_emission,co2_emission_annual,battery_simultaneous_overlap,thermal_storage_simultaneous_overlap,grid_import_export_overlap,flexible_load_overlap,electric_balance_error,heat_balance_error,cooling_balance_error,P_grid_net_ramp,P_CHP_ramp,H_HP_ramp,C_EC_out_ramp,H_GB_ramp
0,spring_irrigation,春季灌溉日,1.0,0.0,0.25,34.50640929931002,21.80869137813271,5.676283771110161,0.0,0.0,0.0,0.0,54.796667701460414,0.0,0.0,0.0,0.0,0.0,6.815216055666472,21.80869137813271,1.8920945903700537,5.676283771110161,0.0,0.0,11.582947756113864,0.0,30.43437626924191,0.0,0.0,33.84651156205112,0.0,0.0,0.0,0.0,0.0,0.0,9.800225850143258,5.233196364276454,10.568973117559912,4.503062487565456,1.7288659394611219,0.0,52.0,7.8,41.0,45.0,0.0,0.42739800140985446,1.0,23.464358323530817,16.356518533599534,2.5543276969995725,34.50640929931002,54.796667701460414,54.796667701460414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,-7.293034472954115,-0.3136005296364601,0.0
0,spring_irrigation,春季灌溉日,1.0,0.25,0.25,34.27152074994502,22.018346827528443,5.722566734623446,0.0,0.0,0.0,0.0,57.611858120730425,0.0,0.0,0.0,0.0,0.0,6.880733383602638,22.018346827528443,1.907522244874482,5.722566734623446,0.0,0.0,14.552081742308282,0.0,33.88897396422665,0.0,0.0,33.82958830627012,0.0,0.0,0.0,0.0,0.0,0.0,9.80252202781147,5.235820047760775,10.581835327709978,4.503803890621053,1.7297644833078472,0.0,52.0,7.8,41.0,45.0,0.0,0.4493556643345309,1.0,23.304634109962617,16.51376012064633,2.5751550305805506,34.27152074994502,57.611858120730425,57.611858120730425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20965544939573277,0.04628296351328487,0.0
0,spring_irrigation,春季灌溉日,1.0,0.5,0.25,34.129742601523525,22.114925780692147,5.694813045539695,0.0,0.0,0.0,0.0,60.034850084491346,0.0,0.0,0.0,0.0,0.0,6.968465013039909,22.29908804172771,1.8982710151798983,5.694813045539695,0.0,0.0,17.03837145474801,0.0,37.93389273603109,0.18416226103556488,0.0,33.85641204911293,0.0,0.0,0.0,0.0,0.0,0.0,9.809162167653113,5.239196666795181,10.596677335972672,4.504706361083105,1.7308489796156643,0.0,52.0,7.8,41.0,45.0,0.0,0.46825429387137696,1.0,23.208224969035996,16.58619433551911,2.5626658704928627,34.129742601523525,60.034850084491346,60.034850084491346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2807412141992671,-0.02775368908375153,0.0
0,spring_irrigation,春季灌溉日,1.0,0.75,0.25,34.18411586683865,22.299088041727693,5.6950105433735,0.0,0.0,0.0,0.0,62.17307588903426,0.0,0.0,0.0,0.0,0.0,6.9684650130399035,22.299088041727693,1.8983368477911666,5.6950105433735,0.0,0.0,17.416995458421923,0.0,42.0685324627695,-0.0,0.0,33.83948384308838,1.7051627029426175,0.0,0.0,0.0,0.0,0.0,9.820228663807073,5.243513685823754,10.613718722875086,4.505800240548684,1.7321523365702114,0.0,52.0,7.8,41.0,45.0,0.0,0.4849318305494013,1.0,23.24519878945029,16.72431603129577,2.562754744518075,35.88927856978127,62.17307588903426,62.17307588903426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7763568394002505e-14,0.0001974978338052935,0.0
0,spring_irrigation,春季灌溉日,1.0,1.0,0.25,34.14961214894186,22.373743763795066,5.711438524702766,0.0,0.0,0.0,0.0,62.09147989247176,0.0,0.0,0.0,0.0,0.0,10.686406252657239,34.196500008503165,1.9038128415675886,5.711438524702766,0.0,0.0,15.351648649305073,0.0,45.71244559035631,11.8227562447081,0.0,36.63046870928501,0.0,0.0,0.0,0.0,0.0,0.0,9.83585145641362,5.248996543118046,10.633187483064974,4.5071204969234175,1.7337120290608987,0.0,52.0,7.8,41.0,45.0,0.0,0.4842954056112307,1.0,23.22173626128047,16.7803078228463,2.5701473361162446,34.14961214894186,62.09147989247176,62.09147989247176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,11.897411966775472,0.01642798132926604,0.0
0,spring_irrigation,春季灌溉日,1.0,1.25,0.25,34.34090621676228,22.610810784158854,5.632110300507578,0.0,0.0,0.0,0.0,63.003178315024606,0.0,0.0,0.0,0.0,0.0,10.686406252657239,34.196500008503165,1.8773701001691927,5.632110300507578,0.0,0.0,17.357889615821364,0.0,49.83265875183435,11.58568922434431,0.0,39.36375466571214,0.0,1.2593938703855694,0.0,0.0,0.0,0.0,9.856239648124257,5.255913898400621,10.655317294581257,4.508707192346344,1.7355704682241124,0.0,52.0,7.8,41.0,45.0,0.0,0.4914063869908013,1.0,23.35181622739835,16.95810808811914,2.5344496352284103,33.081512346376705,63.003178315024606,63.003178315024606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.947598300641403e-14,0.0,0.0,0.0,0.0,0.0,-0.07932822419518804,0.0
0,spring_irrigation,春季灌溉日,1.0,1.5,0.25,34.19896542001522,22.78847934649379,5.812943760310877,0.0,0.0,0.0,0.0,46.74124109534415,0.0,16.11325094630152,0.0,0.0,0.0,7.121399795779309,22.78847934649379,1.9376479201036256,5.812943760310877,0.0,0.0,0.0,0.0,49.83016711889678,-0.0,0.0,39.344072788379286,3.483227959445994,0.0,0.0,0.0,0.0,0.0,9.881723512619402,5.264582951559522,10.680344201526763,4.510605948421964,1.7377753460189784,0.0,52.0,7.8,41.0,45.0,0.0,0.49024667749121176,1.0,23.255296485610348,17.091359509870344,2.6158246921398947,37.68219337946121,62.85449204164567,46.74124109534415,16.11325094630152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.408020662009374,0.18083345980329923,0.0
0,spring_irrigation,春季灌溉日,1.0,1.75,0.25,34.271837176948225,22.93126706752056,5.884898676186372,0.0,0.0,0.0,0.0,44.28399415790581,0.0,19.398404996888814,0.0,0.0,0.0,7.166020958600175,22.93126706752056,1.9616328920621242,5.884898676186372,0.0,0.0,0.0,0.0,49.827675610540844,-0.0,0.0,39.324400751985095,0.8845031302952835,0.0,0.0,0.0,0.0,0.0,9.912807521495449,5.275374632697171,10.70850270839529,4.51286839609892,1.7403799405145783,0.0,52.0,7.8,41.0,45.0,0.0,0.496704111133722,1.0,23.30484928032479,17.19845030064042,2.6482044042838675,35.15634030724351,63.68239915479462,44.28399415790581,19.398404996888814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14278772102677095,0.0719549158754953,0.0
0,spring_irrigation,春季灌溉日,1.0,2.0,0.25,34.72478203028485,23.279687031202833,5.886962283352347,0.0,0.0,0.0,0.0,51.10784834455635,0.0,15.23664178692102,0.0,0.0,0.0,10.88396219821763,34.828679034296414,1.9623207611174491,5.886962283352347,0.0,0.0,0.0,0.0,49.82518422676032,11.548992003093582,0.0,42.04762415234383,3.5367833549364196,0.0,0.0,0.0,0.0,0.0,9.95023332540903,5.288718411888175,10.740021304450194,4.515552595153539,1.743443365666653,0.0,52.0,7.8,41.0,45.0,0.0,0.5174676431281153,1.0,23.612851780593697,17.459765273402127,2.6491330275085563,38.26156538522127,66.34449013147737,51.10784834455635,15.23664178692102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,11.897411966775852,0.002063607165974979,0.0
0,spring_irrigation,春季灌溉日,1.0,2.25,0.25,35.01551567582428,23.435186763635294,5.771287069503808,0.0,0.0,0.0,0.0,47.823240230543185,0.0,21.180787549405487,0.0,0.0,0.0,10.88396219821763,34.828679034296414,1.9237623565012694,5.771287069503808,0.0,0.0,0.0,0.0,49.82269296754898,11.393492270661122,0.0,44.732554754549675,0.0,0.0,0.0,0.0,0.0,0.0,9.99504897483637,5.305106424150434,10.775117459531034,4.518723405843835,1.7470307476126983,0.0,52.0,7.8,41.0,45.0,0.0,0.5382112599083124,1.0,23.810550659560512,17.57639007272647,2.5970791812767136,35.01551567582428,69.00402777994867,47.823240230543185,21.180787549405487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1156752138485393,0.0
